name_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres
Big Butter And Egg Man,0.61,0.18,-15.011,0.0941,0.996,0.438,0.144,0.786,96.489,new orleans jazz
Struttin' with Some Barbecue - 78 rpm Version,0.75,0.329,-7.91,0.109,0.934,0.865,0.0478,0.887,96.055,new orleans jazz
Sunset Cafe Stomp,0.748,0.164,-15.883,0.228,0.996,0.641,0.154,0.913,99.143,new orleans jazz
Skid-Dat-De-Dat,0.676,0.0337,-19.827,0.054,0.996,0.74,0.114,0.551,114.371,new orleans jazz
You Made Me Love You,0.562,0.162,-15.236,0.197,0.996,0.119,0.0944,0.683,186.162,new orleans jazz
Basin Street Blues,0.578,0.169,-12.513,0.0513,0.822,7.56e-05,0.851,0.369,109.418,new orleans jazz
Don't Forget To Mess Around,0.65,0.324,-11.704,0.0726,0.995,0.218,0.0676,0.766,101.437,new orleans jazz
Fireworks,0.786,0.39,-10.34,0.102,0.983,0.893,0.0526,0.899,117.542,new orleans jazz
Jazz Lips,0.809,0.349,-11.797,0.103,0.965,0.655,0.162,0.958,107.197,new orleans jazz
Muskrat Ramble,0.665,0.366,-9.064,0.212,0.982,0.666,0.0763,0.854,183.755,new orleans jazz
Jazz Lips,0.809,0.349,-11.797,0.103,0.965,0.655,0.162,0.958,107.197,new orleans jazz
Basin Street Blues,0.578,0.169,-12.513,0.0513,0.822,7.56e-05,0.851,0.369,109.418,new orleans jazz
Struttin' with Some Barbecue - 78 rpm Version,0.75,0.329,-7.91,0.109,0.934,0.865,0.0478,0.887,96.055,new orleans jazz
Struttin' with Some Barbecue - 78 rpm Version,0.747,0.278,-10.137,0.149,0.959,0.848,0.0534,0.909,96.085,new orleans jazz
Don't Forget To Mess Around,0.65,0.324,-11.704,0.0726,0.995,0.218,0.0676,0.766,101.437,new orleans jazz
Struttin' with Some Barbecue - 78 rpm Version,0.747,0.278,-10.137,0.149,0.959,0.848,0.0534,0.909,96.085,new orleans jazz
Hotter Than That,0.791,0.401,-10.28,0.0864,0.931,0.567,0.193,0.928,107.604,new orleans jazz
West End Blues,0.576,0.234,-11.531,0.0537,0.968,0.646,0.0829,0.322,83.026,new orleans jazz
Fireworks,0.786,0.39,-10.34,0.102,0.983,0.893,0.0526,0.899,117.542,new orleans jazz
Ory's Creole Trombone,0.673,0.485,-9.404,0.133,0.958,0.699,0.85,0.961,102.758,new orleans jazz
Irish Black Bottom,0.714,0.181,-15.321,0.229,0.996,0.438,0.358,0.797,92.418,new orleans jazz
Cornet Chop Suey,0.564,0.265,-10.21,0.294,0.995,0.291,0.0659,0.739,189.522,new orleans jazz
I'm Not Rough,0.718,0.37,-9.664,0.161,0.824,0.706,0.119,0.539,101.563,new orleans jazz
I'm Not Rough,0.718,0.37,-9.664,0.161,0.824,0.706,0.119,0.539,101.563,new orleans jazz
Jazz Lips,0.802,0.383,-11.351,0.0906,0.937,0.23,0.129,0.96,107.059,new orleans jazz
Struttin' with Some Barbecue - 78 rpm Version,0.724,0.295,-8.59,0.113,0.995,0.921,0.106,0.582,97.628,new orleans jazz
Muskrat Ramble,0.713,0.316,-9.577,0.0766,0.996,0.852,0.0534,0.869,174.84,new orleans jazz
Skid-Dat-De-Dat,0.492,0.0967,-12.469,0.0605,0.996,0.825,0.107,0.557,61.314,new orleans jazz
Gut Bucket Blues,0.638,0.258,-10.875,0.0756,0.996,0.856,0.104,0.734,138.65,new orleans jazz
Cornet Chop Suey,0.576,0.267,-10.664,0.11,0.995,0.881,0.157,0.732,179.979,new orleans jazz
Got No Blues,0.666,0.219,-10.34,0.15,0.995,0.922,0.173,0.811,145.874,new orleans jazz
The Last Time,0.729,0.269,-9.03,0.0991,0.995,0.82,0.448,0.709,79.694,new orleans jazz
Hotter Than That,0.757,0.338,-9.264,0.132,0.995,0.903,0.124,0.846,108.481,new orleans jazz
I'm Not Rough,0.611,0.32,-10.312,0.0703,0.993,0.732,0.199,0.629,106.222,new orleans jazz
Heebie Jeebies,0.744,0.237,-10.489,0.0861,0.996,0.446,0.113,0.621,77.855,new orleans jazz
Ory's Creole Trombone,0.699,0.368,-9.173,0.107,0.994,0.889,0.416,0.939,98.849,new orleans jazz
Basin Street Blues,0.579,0.164,-12.434,0.051,0.811,2.95e-05,0.862,0.366,109.72,new orleans jazz
Hotter Than That,0.782,0.409,-10.191,0.0676,0.894,0.278,0.309,0.907,106.03,new orleans jazz
West End Blues,0.588,0.207,-12.622,0.0553,0.971,0.66,0.0823,0.365,83.716,new orleans jazz
I'm Not Rough,0.607,0.36,-9.751,0.163,0.802,0.441,0.144,0.519,101.901,new orleans jazz
A Monday Date,0.8,0.337,-11.512,0.456,0.963,0.00277,0.0721,0.698,117.917,new orleans jazz
Savoy Blues,0.794,0.269,-10.719,0.0482,0.949,0.68,0.0629,0.747,128.424,new orleans jazz
Fireworks,0.796,0.397,-9.771,0.0846,0.979,0.843,0.0664,0.871,117.474,new orleans jazz
Skip the Gutter,0.682,0.196,-13.627,0.0796,0.944,0.69,0.107,0.569,122.62,new orleans jazz
Don't Jive Me,0.616,0.391,-10.491,0.0787,0.926,0.808,0.172,0.934,176.146,new orleans jazz
I'm Not Rough,0.644,0.272,-12.906,0.0774,0.993,0.8,0.151,0.608,103.509,new orleans jazz
Sugar Foot Strut,0.615,0.381,-10.904,0.411,0.96,0.0912,0.0899,0.885,182.841,new orleans jazz
Basin Street Blues,0.569,0.122,-12.82,0.0475,0.99,0.516,0.366,0.408,108.916,new orleans jazz
Two Deuces,0.703,0.228,-11.584,0.112,0.942,0.213,0.0632,0.453,84.776,new orleans jazz
Ain't Misbehavin',0.683,0.164,-12.836,0.107,0.988,0.0342,0.513,0.334,121.418,new orleans jazz
Struttin' with Some Barbecue - 78 rpm Version,0.75,0.329,-7.91,0.109,0.934,0.865,0.0478,0.887,96.055,new orleans jazz
Jazz Lips,0.802,0.383,-11.351,0.0906,0.937,0.23,0.129,0.96,107.059,new orleans jazz
Heebie Jeebies,0.671,0.341,-9.597,0.0894,0.984,2.68e-05,0.143,0.626,164.49,new orleans jazz
Basin Street Blues,0.578,0.169,-12.513,0.0513,0.822,7.56e-05,0.851,0.369,109.418,new orleans jazz
Ory's Creole Trombone,0.673,0.485,-9.404,0.133,0.958,0.699,0.85,0.961,102.758,new orleans jazz
The King of the Zulus,0.596,0.252,-9.836,0.179,0.994,0.489,0.406,0.54,166.735,new orleans jazz
West End Blues,0.576,0.234,-11.531,0.0537,0.968,0.646,0.0829,0.322,83.026,new orleans jazz
Muskrat Ramble,0.665,0.366,-9.064,0.212,0.982,0.666,0.0763,0.854,183.755,new orleans jazz
Yes! I'm in the Barrel,0.763,0.242,-10.733,0.0697,0.996,0.25,0.117,0.786,146.962,new orleans jazz
Muskrat Ramble,0.666,0.336,-10.138,0.222,0.982,0.733,0.0789,0.85,183.833,new orleans jazz
"Come Back, Sweet Papa",0.783,0.3,-10.066,0.13,0.915,0.478,0.0288,0.925,99.102,new orleans jazz
Droppin' Shucks,0.583,0.288,-9.204,0.123,0.993,0.109,0.206,0.768,177.647,new orleans jazz
Heebie Jeebies,0.671,0.324,-10.637,0.106,0.983,8.34e-05,0.143,0.57,164.628,new orleans jazz
Don't Forget To Mess Around,0.631,0.347,-11.102,0.0601,0.992,0.0136,0.0889,0.784,101.803,new orleans jazz
My Heart,0.692,0.467,-7.237,0.0897,0.985,0.0965,0.091,0.827,97.858,new orleans jazz
Georgia Grind,0.73,0.213,-14.635,0.0554,0.897,0.0,0.152,0.706,140.34,new orleans jazz
You're Next,0.625,0.223,-11.825,0.0577,0.985,0.0255,0.111,0.495,125.495,new orleans jazz
Who'sit,0.724,0.335,-10.4,0.0411,0.993,0.71,0.0691,0.867,106.338,new orleans jazz
Cornet Chop Suey,0.622,0.287,-9.342,0.153,0.995,0.163,0.0671,0.751,94.987,new orleans jazz
The King of the Zulus,0.595,0.257,-9.774,0.215,0.994,0.335,0.411,0.565,166.855,new orleans jazz
Yes! I'm in the Barrel,0.751,0.282,-9.918,0.0697,0.995,0.000778,0.106,0.77,154.265,new orleans jazz
Oriental Strut,0.541,0.258,-11.838,0.0865,0.995,0.614,0.16,0.451,183.702,new orleans jazz
Gut Bucket Blues,0.573,0.295,-10.096,0.0525,0.988,0.000139,0.0784,0.678,146.336,new orleans jazz
Skid-Dat-De-Dat,0.672,0.146,-13.417,0.0472,0.97,0.0182,0.101,0.607,122.127,new orleans jazz
I'm Gonna Gitcha,0.551,0.343,-11.366,0.118,0.949,2.44e-05,0.158,0.913,203.051,new orleans jazz
Lonesome Blues,0.594,0.188,-12.796,0.0406,0.987,0.0,0.104,0.294,83.759,new orleans jazz
Jazz Lips,0.801,0.341,-12.395,0.0927,0.938,0.15,0.15,0.962,107.101,new orleans jazz
Sweet Little Papa,0.597,0.337,-10.079,0.136,0.989,0.842,0.106,0.9,187.665,new orleans jazz
Big Fat Ma and Skinny Pa,0.596,0.341,-10.838,0.271,0.995,0.0929,0.69,0.786,170.338,new orleans jazz
I'm Gonna Gitcha,0.757,0.382,-9.945,0.0779,0.984,0.00211,0.127,0.907,101.399,new orleans jazz
Pickin' On Your Baby,0.52,0.153,-14.042,0.044,0.995,0.131,0.353,0.319,102.937,harlem renaissance
Everybody Loves My Baby,0.514,0.193,-13.92,0.238,0.996,0.199,0.248,0.665,180.674,harlem renaissance
Texas Moaner Blues - 78rpm Version,0.519,0.272,-15.573,0.0627,0.995,0.783,0.351,0.469,80.523,harlem renaissance
You Can't Shush Katie,0.713,0.231,-13.375,0.067,0.995,0.0,0.436,0.675,108.482,harlem renaissance
Papa De Da Da,0.673,0.132,-15.685,0.0771,0.995,0.108,0.26,0.587,105.5,harlem renaissance
Cake Walking Babies (From Home),0.634,0.435,-12.422,0.0474,0.995,0.881,0.204,0.84,121.516,harlem renaissance
Anybody Here Want to Try My Cabbage?,0.584,0.201,-13.271,0.0575,0.976,0.0,0.689,0.58,82.549,pre-war blues
Good Time Flat Blues,0.551,0.196,-14.692,0.0594,0.995,0.00325,0.384,0.534,76.598,pre-war blues
Changeable Daddy Of Mine,0.583,0.214,-13.687,0.0423,0.994,3.3e-05,0.446,0.647,101.916,harlem renaissance
Low Land Blues,0.492,0.115,-15.788,0.0898,0.98,0.0,0.037,0.465,172.971,vintage swing
Le Moment De M'en Aller,0.653,0.319,-13.706,0.0519,0.988,0.0,0.266,0.686,102.225,vintage chanson
Aime Moi Emma,0.57,0.277,-15.736,0.0648,0.962,0.0,0.318,0.801,76.632,vintage chanson
J'ai eu tort,0.629,0.262,-15.243,0.064,0.995,7.66e-06,0.127,0.805,130.591,vintage chanson
Ernestine tu t'obstines,0.83,0.416,-14.61,0.0656,0.994,0.0,0.12,0.947,122.8,vintage chanson
Raymonde,0.671,0.366,-13.625,0.0618,0.984,0.0,0.115,0.894,109.651,vintage chanson
Est Ce Que Je Te Demande,0.761,0.387,-12.719,0.0659,0.986,0.0,0.0783,0.884,106.68,vintage chanson
Je Suis Aimé,0.777,0.554,-11.046,0.301,0.93,0.0,0.115,0.966,143.177,vintage chanson
Pourquoi N'aimes Tu Pas Les Femmes Henri,0.796,0.27,-12.392,0.0823,0.894,0.0,0.267,0.771,127.239,vintage chanson
Les P'tits Pois,0.725,0.403,-10.652,0.382,0.964,3.07e-05,0.0607,0.881,118.157,vintage chanson
La Vigne Aux Moineaux,0.714,0.35,-11.93,0.309,0.967,6.31e-06,0.159,0.799,122.693,vintage chanson
La Biguine,0.834,0.242,-12.418,0.129,0.937,0.0,0.139,0.693,92.524,vintage chanson
Nous Avons Fait Un Beau Voyage,0.607,0.279,-13.411,0.174,0.975,0.0,0.219,0.849,73.673,vintage chanson
Ce N'est Que Votre Main Madame,0.398,0.257,-12.112,0.0761,0.988,0.00349,0.124,0.38,173.018,vintage chanson
La Ronde Des Heures,0.488,0.293,-10.417,0.0534,0.984,0.00221,0.381,0.392,63.592,vintage chanson
Guitar Rag - Remastered,0.464,0.402,-12.477,0.029,0.841,0.668,0.189,0.536,109.633,traditional blues
Guitar Blues - Remastered,0.352,0.404,-19.634,0.151,0.983,0.000159,0.452,0.247,79.509,traditional blues
Pile Blues,0.624,0.169,-10.528,0.041,0.891,6.43e-06,0.122,0.445,105.82,traditional blues
Bottleneck Blues,0.552,0.238,-14.1,0.0469,0.925,0.926,0.0917,0.66,102.188,traditional blues
Guitar Rag,0.467,0.122,-22.241,0.0366,0.954,0.902,0.132,0.411,111.256,traditional blues
Rien Qu'une Nuit,0.219,0.301,-14.602,0.0457,0.988,7.16e-06,0.159,0.473,77.506,vintage chanson
Mon Paris,0.67,0.222,-14.268,0.0682,0.994,7.85e-06,0.0725,0.881,133.096,vintage chanson
A Sun-Kist Cottage In California,0.396,0.28,-13.775,0.049,0.995,0.939,0.0671,0.799,211.839,vintage jazz
Nancy,0.666,0.329,-10.168,0.033,0.995,0.227,0.0813,0.689,109.65,vintage jazz
The Slave of Love,0.334,0.382,-11.737,0.0393,0.995,0.886,0.114,0.556,202.861,vintage jazz
Save Your Sorrow For Tomorrow,0.438,0.338,-12.718,0.0479,0.988,0.925,0.151,0.923,209.855,vintage jazz
Nobody Knows What a Red-Head Mama Can Do,0.585,0.362,-14.386,0.0934,0.995,0.769,0.341,0.757,183.728,vintage jazz
My Papa Doesn't Two-Time No Time,0.794,0.327,-14.556,0.0535,0.993,0.0294,0.112,0.686,108.723,vintage jazz
You'll Never Get to Heaven with Those Eyes,0.689,0.319,-12.398,0.0612,0.99,0.523,0.0421,0.801,97.806,vintage jazz
Biminy,0.434,0.322,-15.618,0.0497,0.995,0.883,0.128,0.745,203.564,vintage jazz
Toodles - My Baby's Baby Blue Eyes,0.801,0.398,-11.753,0.0459,0.995,0.895,0.0802,0.878,106.301,vintage jazz
Sax-o-phun - A Study In Laugh and Slap Tongue,0.671,0.492,-13.83,0.0395,0.995,0.898,0.156,0.969,109.993,vintage jazz
Sally Lou,0.619,0.282,-16.012,0.0412,0.994,0.451,0.0872,0.533,103.758,vintage jazz
Follow the Swallow,0.71,0.311,-13.292,0.0374,0.991,0.923,0.201,0.775,106.585,vintage jazz
Those Panama Mamas - Are Ruining me,0.753,0.316,-13.68,0.047,0.996,0.861,0.092,0.883,105.504,vintage jazz
Sax-o-phun,0.677,0.456,-15.781,0.041,0.996,0.797,0.157,0.965,104.675,vintage jazz
The Slave of Love,0.728,0.323,-12.072,0.0363,0.995,0.764,0.139,0.757,104.668,vintage jazz
He's the Hottest Man In Town,0.69,0.427,-13.525,0.0406,0.994,0.845,0.248,0.76,105.231,vintage jazz
Say Arabella - What's A Fella To Do,0.778,0.38,-12.082,0.038,0.982,0.431,0.0922,0.963,107.463,vintage jazz
Beale Street Blues,0.595,0.407,-11.626,0.0654,0.993,0.256,0.0874,0.921,200.905,vintage jazz
Why Couldn't It Be Poor Little Me,0.402,0.244,-16.48,0.0503,0.995,0.809,0.0775,0.743,210.421,vintage jazz
Everybody Loves My Baby - But My Baby Don't Love Nobody But Me,0.618,0.278,-14.328,0.0628,0.996,0.866,0.167,0.648,176.776,vintage jazz
Put Away a Little Ray of Golden Sunshine,0.426,0.223,-16.407,0.0426,0.995,0.913,0.123,0.673,208.925,vintage jazz
Row! Row! Rosie,0.813,0.266,-12.964,0.0515,0.977,0.205,0.0866,0.882,111.349,vintage jazz
A New Kind of Man,0.428,0.336,-16.26,0.0823,0.987,0.801,0.0812,0.847,204.174,vintage jazz
My Best Girl,0.757,0.345,-12.929,0.0389,0.994,0.931,0.0979,0.763,108.254,vintage jazz
A New Kind of Man - With a New Kind of Love,0.42,0.392,-12.858,0.062,0.986,0.767,0.0682,0.881,205.644,vintage jazz
Horses - Take 2,0.889,0.266,-13.342,0.0674,0.982,0.534,0.0885,0.871,105.866,vintage jazz
Sunny,0.737,0.287,-11.605,0.0326,0.987,0.282,0.0808,0.83,108.152,vintage jazz
Who?,0.708,0.277,-13.288,0.0356,0.987,0.278,0.102,0.653,107.67,vintage jazz
A Little Bit Bad,0.56,0.347,-10.262,0.128,0.987,0.304,0.0602,0.886,202.705,vintage jazz
Journey's End,0.725,0.289,-14.389,0.0442,0.993,0.773,0.133,0.961,111.29,vintage jazz
She's A Corn-Fed Indiana Girl,0.543,0.28,-12.31,0.0901,0.988,0.0762,0.156,0.777,205.106,vintage jazz
Always - Take 5,0.386,0.19,-15.582,0.0369,0.988,0.333,0.149,0.204,131.832,vintage jazz
Just A Little Thing Called Rhythm,0.791,0.25,-13.847,0.0456,0.985,0.0681,0.0817,0.841,107.301,vintage jazz
She Was Just A Sailor's Sweetheart,0.767,0.274,-12.206,0.041,0.981,0.000847,0.0527,0.755,112.914,vintage jazz
Fond Of You,0.726,0.261,-11.611,0.0409,0.984,0.442,0.0865,0.746,109.959,vintage jazz
"Oh, How I've Waited For You",0.637,0.177,-17.928,0.0337,0.995,0.679,0.232,0.724,109.813,vintage jazz
Gypsyland,0.765,0.226,-12.703,0.0412,0.988,0.0421,0.0853,0.828,103.741,vintage jazz
Hot Aire,0.525,0.257,-16.605,0.0403,0.993,0.89,0.404,0.875,111.441,vintage jazz
Horses - Take 4,0.867,0.361,-12.741,0.0484,0.972,0.789,0.0951,0.935,106.596,vintage jazz
Let's Make Up,0.619,0.171,-15.706,0.0331,0.987,0.468,0.0978,0.75,107.548,vintage jazz
Lonesome Me,0.46,0.172,-16.743,0.0743,0.992,0.379,0.141,0.714,207.834,vintage jazz
Drifting And Dreaming,0.263,0.184,-13.717,0.0356,0.979,0.0229,0.121,0.666,210.274,vintage jazz
I'm Knee Deep In Daisies,0.672,0.243,-15.026,0.0436,0.991,0.000496,0.365,0.88,107.054,vintage jazz
Sugar Plum,0.722,0.306,-13.047,0.0536,0.992,0.455,0.106,0.623,108.303,vintage jazz
Miami,0.709,0.217,-14.79,0.0374,0.993,0.583,0.155,0.864,111.983,vintage jazz
Too Bad,0.728,0.218,-11.744,0.053,0.983,0.625,0.0821,0.822,116.464,vintage jazz
Always - Take 11,0.307,0.263,-11.489,0.0365,0.984,0.477,0.102,0.199,137.677,vintage jazz
The Girl Friend,0.654,0.23,-13.81,0.0701,0.994,0.62,0.124,0.654,104.065,vintage jazz
All For You,0.625,0.138,-16.077,0.0345,0.987,0.0592,0.146,0.633,103.488,vintage jazz
Barrel House Blues,0.475,0.291,-8.668,0.0335,0.993,0.302,0.112,0.245,122.46,pre-war blues
Time Ain't Gonna Make Me Stay,0.447,0.339,-8.756,0.0291,0.99,5.17e-05,0.197,0.572,158.19,pre-war blues
J'aime pas ca,0.723,0.316,-16.541,0.0664,0.985,0.0,0.167,0.843,90.138,vintage chanson
Le trompette en bois,0.748,0.289,-16.036,0.1,0.99,0.0,0.22,0.76,65.83,vintage chanson
Les Artichauts,0.685,0.34,-10.789,0.336,0.795,0.0,0.0612,0.686,151.711,vintage chanson
La Caravane,0.66,0.391,-11.742,0.219,0.78,0.0,0.0621,0.773,143.799,vintage chanson
J't'emmène A La Campagne,0.728,0.5,-9.986,0.351,0.901,0.00175,0.0739,0.867,137.823,vintage chanson
Pouet Pouet,0.81,0.28,-12.043,0.117,0.777,1.27e-06,0.0872,0.963,136.076,vintage chanson
Totor T'as Tort,0.866,0.449,-10.211,0.198,0.913,0.0,0.0592,0.911,116.133,vintage chanson
Si Tous Les Cocus,0.667,0.512,-9.328,0.374,0.891,0.0,0.243,0.9,135.317,vintage chanson
Emilienne,0.714,0.258,-13.311,0.307,0.926,0.0,0.0907,0.842,129.845,vintage chanson
Elle a perdu son pantalon,0.737,0.267,-13.319,0.0921,0.975,0.0,0.265,0.937,126.088,vintage chanson
Les Papillons De Nuit,0.453,0.254,-13.1,0.0415,0.979,2.05e-06,0.367,0.561,127.635,vintage chanson
As Tu Vu,0.635,0.298,-13.928,0.0737,0.994,0.000253,0.0902,0.722,120.976,vintage chanson
Marche Des Petits Pierrots,0.699,0.308,-12.087,0.0933,0.954,0.0,0.0912,0.833,123.273,vintage chanson
Ramona,0.38,0.338,-10.212,0.0393,0.975,0.0155,0.288,0.528,112.116,vintage chanson
Les Millions D'arlequin,0.345,0.328,-9.607,0.0423,0.983,0.0317,0.127,0.315,69.553,vintage chanson
Bonsoir Madame La Lune,0.324,0.227,-13.41,0.0591,0.994,0.0,0.0662,0.593,75.131,vintage chanson
Lullaby Of The Leaves,0.376,0.104,-16.626,0.0488,0.992,8.15e-06,0.159,0.202,90.542,torch song
"Dusting The Donkey - aka ""The Pay-Off""",0.797,0.449,-12.592,0.0826,0.996,0.895,0.182,0.902,113.216,vintage jazz
Je ne suis pas bien portant,0.747,0.38,-11.62,0.212,0.976,0.0,0.201,0.797,100.221,vintage chanson
Hella Often Freestyle,0.678,0.835,-11.909,0.264,0.314,0.00441,0.148,0.162,140.005,portland hip hop
Belleville Ménilmontant,0.702,0.318,-11.765,0.245,0.992,0.0,0.263,0.717,119.004,french folk
Comme un moineau,0.486,0.283,-10.95,0.0853,0.987,4.37e-05,0.142,0.461,89.009,vintage chanson
Le petit ballon rouge,0.54,0.497,-10.553,0.149,0.992,0.000374,0.311,0.609,111.06,vintage chanson
Celosa,0.549,0.201,-13.369,0.0583,0.965,0.0,0.103,0.653,76.489,vintage chanson
Fleur De Misère,0.507,0.266,-12.379,0.0576,0.986,0.0,0.394,0.624,101.7,vintage chanson
La Légende Des Flots Bleus,0.485,0.142,-13.876,0.0494,0.957,0.0,0.34,0.404,81.413,vintage chanson
Le Tango Des Fauvettes,0.453,0.172,-13.66,0.0395,0.959,0.0,0.238,0.699,114.82,vintage chanson
Rodeuse De Barrière,0.415,0.198,-14.707,0.0663,0.969,0.0,0.311,0.447,80.007,vintage chanson
La Voix De Maman,0.394,0.171,-14.771,0.0488,0.986,2.13e-05,0.109,0.29,127.287,vintage chanson
Ferme Tes Jolis Yeux,0.304,0.181,-13.027,0.0404,0.995,2.48e-06,0.063,0.42,81.101,vintage chanson
Rends-moi mon papa,0.419,0.124,-13.117,0.066,0.975,0.0,0.108,0.499,167.713,vintage chanson
Du soleil dans ses yeux,0.612,0.383,-7.852,0.0694,0.888,0.0,0.129,0.89,141.62,vintage chanson
Un Soir À La Havane,0.421,0.176,-14.397,0.0453,0.988,0.0,0.361,0.521,68.315,vintage chanson
Les Tisseurs De Rêves,0.477,0.227,-10.102,0.0437,0.955,0.0,0.0788,0.372,118.942,vintage chanson
Mon vieux pataud,0.689,0.326,-10.637,0.238,0.875,0.0,0.093,0.711,137.023,vintage chanson
On N'a Pas Tous Les Jours Vingt Ans,0.628,0.259,-10.273,0.0647,0.962,0.0,0.294,0.697,121.189,vintage chanson
On n'a pas tous les jours 20 ans,0.636,0.309,-10.302,0.0726,0.914,0.0,0.352,0.822,118.187,vintage chanson
Roses blanches,0.396,0.277,-12.072,0.0789,0.915,0.0,0.391,0.793,68.413,vintage chanson
Mon Vieux Pataud,0.71,0.317,-10.135,0.138,0.913,0.0,0.133,0.711,102.213,vintage chanson
Le Petit Bosco,0.648,0.209,-13.23,0.284,0.919,0.0,0.273,0.755,88.945,vintage chanson
Frou-Frou,0.403,0.208,-10.121,0.0561,0.988,1.09e-05,0.21,0.468,75.484,vintage chanson
Les roses blanches,0.498,0.199,-10.859,0.0629,0.989,0.0,0.235,0.722,97.03,vintage chanson
C'est mon gigolo,0.692,0.174,-9.077,0.0709,0.983,0.0,0.088,0.424,117.683,vintage chanson
Ta voix,0.62,0.167,-8.138,0.0598,0.972,0.0,0.174,0.514,131.254,vintage chanson
A Paname un soir,0.647,0.34,-7.926,0.0879,0.971,0.0,0.113,0.591,80.032,vintage chanson
Si tu reviens,0.416,0.24,-10.555,0.0419,0.974,1.13e-05,0.356,0.546,81.258,vintage chanson
Les tisseurs de rêve,0.516,0.164,-10.291,0.0458,0.98,0.0,0.0934,0.43,65.57,vintage chanson
Brouillards,0.551,0.213,-10.078,0.0555,0.975,0.0,0.104,0.389,134.161,vintage chanson
Si l'on ne s'était pas connus,0.605,0.185,-9.922,0.101,0.989,0.0,0.306,0.687,86.081,vintage chanson
Le p'tit Bosco,0.608,0.208,-10.897,0.395,0.943,0.0,0.273,0.681,63.727,vintage chanson
Le maître à bord,0.579,0.285,-12.013,0.0877,0.903,0.0,0.212,0.631,120.884,vintage chanson
La voix de maman,0.39,0.171,-14.751,0.0491,0.985,1.43e-05,0.117,0.301,129.651,vintage chanson
On n'a pas tous les jours vingt ans,0.627,0.247,-10.14,0.0691,0.965,0.0,0.261,0.65,121.551,vintage chanson
Le racommodeur de faience,0.674,0.155,-10.492,0.0847,0.988,1.14e-06,0.135,0.653,130.779,vintage chanson
Musette,0.659,0.22,-10.031,0.0476,0.992,0.0,0.396,0.732,72.75,vintage chanson
C'est un petit rien,0.766,0.238,-12.93,0.039,0.903,9.6e-05,0.115,0.64,82.728,vintage chanson
La Môme Caoutchouc,0.798,0.29,-13.612,0.162,0.965,0.0,0.0374,0.908,99.312,vintage chanson
"Léo, Léa, Elie",0.613,0.327,-11.176,0.0559,0.985,0.00524,0.316,0.844,115.318,vintage chanson
Avec ma petite gueule,0.513,0.431,-11.175,0.0877,0.985,0.0229,0.121,0.78,90.018,vintage chanson
Chanson des mariniers,0.522,0.309,-11.112,0.105,0.995,1e-05,0.256,0.838,88.865,vintage chanson
Chanson de ned land,0.0,0.12,-16.67,0.0,0.922,9.2e-06,0.115,0.0,0.0,vintage chanson
Quand je pense aux collections de monsieur,0.427,0.243,-20.231,0.255,0.898,1.18e-05,0.665,0.33,116.238,vintage chanson
Maintenant je sais - Version Originale,0.6,0.226,-17.736,0.0456,0.915,0.00177,0.113,0.473,105.187,vintage chanson
Départ de l'expédition,0.503,0.302,-19.731,0.895,0.842,1.5e-06,0.188,0.468,80.904,vintage chanson
Nous nous précipitons au bastingage,0.548,0.276,-17.703,0.582,0.823,0.0,0.33,0.641,83.467,vintage chanson
"Ainsi épuisé, nous descendons dans une sorte de puits étroit",0.561,0.248,-20.056,0.779,0.868,0.0,0.162,0.445,107.401,vintage chanson
Les beautés de la mer et ses aventures,0.55,0.372,-18.062,0.849,0.799,2.85e-06,0.144,0.647,91.762,vintage chanson
J'ai suivi le capitaine némo,0.598,0.188,-19.806,0.479,0.929,0.0,0.123,0.621,131.554,vintage chanson
Vingt mille lieues sous les mers - Introduction,0.42,0.247,-18.853,0.0548,0.94,0.00237,0.105,0.186,84.372,vintage chanson
J'admire la bonne humeur,0.607,0.247,-19.142,0.936,0.775,0.0,0.363,0.809,130.645,vintage chanson
La Villette,0.67,0.255,-12.428,0.0759,0.995,0.017,0.4,0.819,85.475,vintage chanson
Cœur de Parisienne,0.619,0.154,-13.487,0.0686,0.995,0.469,0.305,0.709,123.032,vintage chanson
Moi Je Cherche Un Emploi,0.73,0.283,-12.704,0.0686,0.881,0.099,0.0777,0.962,126.043,vintage chanson
